date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2022-07-20,923.16,18.308,39.03,3203.02,5.857,4884.586,24.98,2456.383,277.268,871.363,226.221,3184.324,431.185,11997.253,9454.879,173.97,495.135,6014.657,42.86,6653.743,0.0,5252.608,2294.682,4.119,4142.85,215.986,2372.442,6764.749,547.699,261.187,1753.327,0.0,26759.346,1325.134,3.705,41.351,7.276,0.0,1057.202,367.522,6155.234,0.0,0.169,2493.657,3.065,475.17,72.898,30.651,1761.39,10694.413,17.542,2362.071,40.313,784.63,17171.741,1729.657,1.929,2570.101,0.0,0.0,349.992,693.239,0.0,0.0,89.557,14.658,0.0,14.979,5.787,4055.645,6096.896,0.0,0.0,613.056,2264.858,8585.183,1459.392,55.253,7.021,1376.461,8235.34,0.0,2019.769,35400.095,0.0,813.015,1953.775,0.0,0.0,830.936,10.358,4598.085,395.29,3337.356,1028.864,4494.466,95.076,104.954,,413.526,539.216,2132.942,3537.038,5248.704,10279.963,277.288,5749.587,217.529,,13.197,0.0,4082.789,0.0,63.644,31.476,3656.545,3856.282,0.0,0.566,51.818,4954.898,1906.142,7.519,101.782,6928.649,156.794,6.45,13.82,912.776,796.108,0.443,3221.494,264.468,119.295,2746.487,1443.31,385.363,1026.583,6631.772,857.469,7018.221,1586.223,257.836,9.706,1.809,0.0,4727.76,53.523,2059.267,4838.615,12835.736,3.742,0.305,2.796,2048.855,0.0,1651.696,342.269,8512.826,297.402,18.077,0.0,1800.164,746.725,1.282,2210.819,2470.984,139.721,320.118,3241.794,2834.742,1612.878,221.714,13.356,0.0,1405.172,694.939,0.0,750.296,220.334,13178.985,35.181,124.42,17.151,3008.056,1801.465,0.813,12189.415,1331.631,5204.159,0.0,0.682,49.721,1457.731,7098.259,0.0,2088.328,13.833,2.539,48.54,451.402,5692.943,3.028,7315.243,0.0,20.398,176.758,7.455,20.229,533.373,629.636,2212.669,2654.426,459.257,0.0,7.365,36.799,1057.182,2039.152,2650.094,497.687,712.283,16.028,100.996,0.0,81.585,65.559,6640.221,0.505,72.336,12.622
2022-07-21,942.183,21.056,37.558,3673.058,6.636,8203.6,17.112,2456.383,85.313,871.363,226.221,3184.324,458.651,12496.08,9603.991,203.416,436.597,5466.511,40.289,6969.742,0.0,2769.493,1741.984,4.119,4142.85,215.986,2527.872,6321.159,582.645,129.263,1688.556,0.0,27122.374,1403.725,3.705,61.29,7.455,0.0,857.615,406.297,6155.234,0.0,0.169,2458.205,3.414,465.3,72.898,30.651,998.121,10694.413,17.684,2369.515,44.416,784.63,17171.741,1859.445,1.929,2505.16,0.0,0.0,277.856,1043.664,0.0,0.0,89.557,14.929,0.0,14.147,5.609,4077.064,6116.585,0.0,0.0,514.106,0.0,9777.712,1459.392,55.253,7.021,2086.324,8049.122,0.0,1224.103,35400.095,0.0,1020.254,1888.039,0.0,0.0,772.82,7.941,4697.373,395.29,3430.961,1028.864,4494.466,96.698,111.582,,443.803,562.049,2132.942,3537.038,5133.982,9820.983,285.777,6463.227,217.529,644.551,11.846,853.418,4402.073,0.0,56.556,32.273,3939.688,3782.326,0.0,0.754,51.818,4294.245,2029.048,8.087,103.987,6636.803,122.27,6.45,16.319,927.185,796.108,0.531,3078.983,240.425,115.072,2746.487,1433.703,385.363,1026.583,5974.076,1159.084,7660.88,1586.223,236.158,11.071,1.901,0.0,5279.332,56.895,1913.4,4838.615,12505.764,3.742,0.305,3.597,2031.106,0.0,1792.123,332.884,8767.451,297.402,17.653,0.0,1800.164,746.725,0.986,2210.819,2882.326,143.693,349.172,3768.722,2822.868,1772.395,236.343,11.759,0.0,1216.417,839.486,0.0,808.011,490.13,14752.152,35.181,122.663,17.729,3303.623,784.057,0.813,11830.537,1394.89,5243.785,0.0,0.682,55.932,1474.598,7671.732,0.0,2088.328,15.573,2.539,48.54,550.934,5692.943,3.525,7211.114,0.0,0.0,221.892,6.71,21.585,1038.674,651.19,2212.669,2654.426,0.0,0.0,6.73,37.706,1045.319,2039.152,2651.022,505.441,712.283,15.854,91.815,0.0,94.093,69.225,6640.221,0.505,72.336,10.416
2022-07-22,953.89,23.171,35.473,3113.656,6.859,8203.6,11.239,2456.383,341.253,871.363,226.221,0.0,485.157,12633.106,9593.588,235.951,465.866,5111.949,37.772,7527.18,0.0,2769.493,1547.059,4.119,4142.85,215.986,3013.388,6321.159,653.156,129.263,1418.439,0.0,27088.966,1501.632,0.0,48.722,7.395,0.0,931.391,406.297,5747.795,0.0,0.169,2405.307,3.72,465.3,72.898,0.0,939.408,10694.413,15.554,2329.072,47.359,784.63,11330.269,1943.398,1.929,2495.47,0.0,0.0,365.933,1043.664,0.0,0.0,41.793,17.372,0.0,12.483,5.811,4168.596,6260.449,0.0,1052.355,514.106,0.0,10874.08,2014.418,0.0,7.021,2086.324,8026.632,0.0,1224.103,35400.095,0.0,637.659,1853.461,0.0,0.0,744.38,6.733,4828.173,530.823,3523.899,1028.864,3944.726,97.663,117.038,,478.574,582.882,2132.942,3537.038,4853.212,9376.028,302.754,7203.661,217.529,707.547,10.791,853.418,4498.026,1013.145,43.736,34.133,4162.312,3188.673,0.0,0.754,51.818,3633.592,2143.955,6.479,106.633,6184.364,103.57,6.45,12.546,887.407,796.108,0.531,2778.96,240.425,99.237,2746.487,1414.943,1050.991,1026.583,6165.904,1082.871,8244.536,3399.048,204.683,9.494,1.827,0.0,5279.332,64.195,1805.965,4838.615,12225.355,3.742,0.305,3.597,1998.222,0.0,1923.476,321.107,8819.317,297.402,17.466,0.0,1800.164,746.725,1.085,0.0,2552.894,150.616,375.742,4202.084,2821.384,1939.39,251.442,14.227,0.0,1153.499,1056.307,9515.718,952.299,395.701,11872.959,35.181,117.856,17.729,3561.498,784.057,0.465,11556.811,1444.328,5257.465,0.0,0.682,61.225,1292.432,8197.595,0.0,2405.179,17.543,2.539,48.54,550.934,5692.943,4.249,7160.514,0.0,0.0,257.849,6.71,18.534,1038.674,589.141,2212.669,2654.426,524.866,0.0,5.46,47.58,1031.549,2039.152,2586.634,474.497,712.283,15.219,,0.0,91.125,71.119,6640.221,0.505,27.775,8.211
2022-07-23,964.397,24.995,34.266,3054.549,7.75,8203.6,11.239,2960.257,255.94,871.363,226.221,0.0,510.473,12599.948,9593.588,265.783,521.965,4712.556,34.495,7779.269,0.0,2769.493,1547.059,4.119,4142.85,215.986,2699.664,6321.159,653.156,129.263,1231.971,0.0,27088.966,1541.443,0.0,48.722,7.634,0.0,922.809,239.395,5747.795,0.0,0.169,2412.04,3.859,465.3,72.898,0.0,939.408,16267.452,15.944,2329.072,51.819,784.63,11330.269,1814.277,1.929,2495.47,0.0,0.0,365.933,1043.664,0.0,0.0,41.793,17.372,0.0,9.154,5.657,4148.347,6218.447,0.0,1052.355,514.106,0.0,10874.08,2014.418,53.579,7.021,2086.324,8026.632,0.0,1224.103,35400.095,0.0,518.098,1818.491,0.0,0.0,675.135,5.87,4893.037,530.823,3591.066,1028.864,3944.726,97.487,119.266,,526.197,574.724,2132.942,3537.038,5225.632,8999.826,311.242,7932.05,217.529,769.1,10.217,853.418,4675.905,1125.352,43.736,34.0,4162.312,3133.479,0.0,0.754,51.818,3633.592,2259.952,6.451,106.879,6184.364,80.555,6.45,12.546,880.6,796.108,0.62,2523.941,240.425,87.624,2746.487,1394.284,1050.991,1026.583,6165.904,1082.871,8654.371,3399.048,181.804,10.04,2.418,0.0,5279.332,66.29,1805.965,4838.615,12102.701,3.742,0.305,6.095,2019.174,0.0,1923.476,312.274,8786.412,297.402,17.157,0.0,1800.164,746.725,1.085,1805.111,2611.309,159.52,409.789,4202.084,2778.344,2080.087,266.859,13.574,0.0,1153.499,1056.307,9515.718,952.299,395.701,9854.556,35.181,111.429,13.975,3747.773,784.057,0.697,11332.58,1450.53,5279.636,0.0,0.682,39.77,1223.696,8681.829,0.0,2405.179,19.696,2.539,48.54,550.934,5692.943,4.249,7047.596,0.0,0.0,234.654,6.71,17.291,1244.538,604.816,2212.669,2654.426,524.866,0.0,4.127,48.184,1022.123,2039.152,2548.578,475.229,712.283,14.208,24.484,0.0,78.9,74.857,6640.221,0.03,27.775,9.987
2022-07-24,975.886,24.679,34.037,3020.422,8.774,8203.6,11.239,2960.257,255.94,917.045,226.221,0.0,526.183,12409.02,9593.588,297.932,324.399,4243.882,31.749,8176.931,0.0,2769.493,1547.059,4.119,4142.85,215.986,2760.773,6321.159,653.156,129.263,1347.979,0.0,27088.966,1552.06,0.0,48.722,7.932,0.0,956.043,252.882,5747.795,0.0,0.169,2453.359,4.061,465.3,72.898,0.0,939.408,16267.452,14.169,2353.139,54.316,784.63,11330.269,1973.892,1.929,2495.47,0.0,0.0,365.933,1043.664,0.0,0.0,41.793,13.572,0.0,11.65,5.455,4137.094,6190.061,0.0,1052.355,514.106,0.0,10874.08,2014.418,53.579,7.021,2086.324,8026.632,0.0,1224.103,35400.095,0.0,518.098,1803.92,0.0,0.0,660.297,7.337,4930.706,530.823,3693.084,1028.864,3944.726,97.438,121.194,,560.979,553.913,2132.942,3537.038,4516.88,8709.824,306.29,8504.208,217.529,855.965,10.31,1478.242,4746.607,1125.352,43.736,34.664,4162.312,3076.282,0.0,0.754,51.818,3633.592,2287.588,6.407,108.511,6184.364,61.854,4.289,15.045,844.77,796.108,0.708,2343.927,240.425,82.768,2746.487,1379.038,8530.54,1026.583,6165.904,1082.871,8847.328,3399.048,172.647,10.222,2.492,0.0,5279.332,72.477,1805.965,4838.615,11971.175,3.742,0.305,6.095,2007.044,0.0,1923.476,306.938,8680.97,297.402,17.538,0.0,1800.164,746.725,1.085,1805.111,2885.145,168.165,415.91,4202.084,2700.796,2178.209,286.463,12.848,0.0,943.772,1056.307,9515.718,952.299,629.525,9854.556,35.181,105.112,16.17,3953.986,784.057,0.813,11195.628,1488.273,5342.377,0.0,0.682,39.77,1311.131,8866.792,0.0,2405.179,20.703,2.539,48.54,550.934,5692.943,4.249,6938.947,0.0,0.0,233.622,6.71,18.873,711.164,576.731,2212.669,2654.426,524.866,0.0,4.55,48.738,1011.848,2039.152,2529.763,490.651,712.283,15.912,24.484,0.0,88.334,74.888,6640.221,0.03,27.775,10.478
2022-07-25,947.715,27.523,36.438,2952.168,9.554,3319.014,2.585,503.874,255.94,917.045,347.063,2188.636,540.663,12319.362,8761.897,185.363,412.206,3929.395,28.688,8258.594,0.0,2535.192,1450.831,4.119,4142.85,331.009,3130.452,6321.159,700.473,129.263,1310.415,0.0,26859.569,1654.538,0.0,79.366,8.051,0.0,988.575,262.997,5747.795,0.0,0.113,2528.549,4.155,465.3,72.898,0.0,939.408,16267.452,13.565,2357.357,56.278,685.243,11330.269,1745.952,1.929,1548.895,0.0,0.0,372.167,1131.715,0.0,0.0,49.555,16.829,0.0,13.315,6.063,3741.956,5527.461,0.0,1052.355,409.779,0.0,7512.439,2272.341,53.579,7.021,2086.324,7654.375,0.0,1224.103,35400.095,0.0,518.098,1809.973,0.0,0.0,613.31,5.697,4755.865,390.209,3785.755,1028.864,3944.726,96.946,123.571,,607.145,520.158,2132.942,3537.038,4155.678,8575.435,303.107,8910.415,422.032,855.965,10.013,1478.242,4728.09,1125.352,19.304,35.726,4711.307,3093.951,0.0,0.754,142.242,5996.697,2299.951,8.49,109.545,6105.611,44.593,4.289,13.82,851.253,752.198,0.575,2148.913,240.425,80.234,3473.703,1412.221,10711.345,1026.583,5069.743,2146.321,9179.023,3399.048,166.907,9.403,2.363,0.0,1654.716,74.67,1629.24,4838.615,9895.688,3.742,0.305,6.095,2050.131,0.0,2095.905,295.161,8393.84,0.0,17.165,0.0,475.612,0.0,1.085,1805.111,2456.652,173.245,422.659,2863.442,2634.38,2263.004,300.373,15.606,0.0,985.718,1617.817,9515.718,952.299,629.525,10863.758,0.0,95.664,18.884,4217.973,1829.467,0.813,11075.706,1497.487,5365.492,0.0,2.557,53.929,1276.581,9363.378,0.0,2405.179,21.299,0.896,48.54,550.934,5692.943,6.825,6902.744,0.0,0.0,203.983,5.964,17.178,711.164,570.2,2212.669,2654.426,524.866,0.0,5.058,48.99,1002.527,2039.152,2602.727,486.265,712.283,12.764,0.0,0.0,89.959,75.458,6640.221,0.03,74.384,11.458
2022-07-26,904.176,28.642,25.426,2888.839,10.422,3319.014,2.585,503.874,309.261,917.045,347.063,2188.636,575.899,12340.678,8937.184,190.093,409.767,3758.226,27.181,8507.133,0.0,2535.192,1332.396,0.0,7335.649,331.009,3292.427,6321.159,706.04,129.263,1217.132,0.0,26623.489,1703.049,0.0,65.479,7.872,5.266,900.315,220.85,5747.795,0.0,0.113,2567.266,4.347,465.3,37.047,0.0,3581.494,23826.464,14.098,2385.89,60.648,685.243,11330.269,2156.377,2.474,2161.755,0.0,0.0,312.232,1075.273,0.0,0.0,49.555,20.087,1527.83,18.308,5.122,3086.332,4446.718,0.0,1052.355,409.779,0.0,6823.854,2889.4,53.579,18.477,2086.324,7471.827,0.0,1224.103,0.0,0.0,589.834,1772.817,0.0,5.699,604.654,4.23,4483.611,390.209,3921.957,1028.864,3354.76,96.732,128.645,,671.04,493.706,2132.942,3537.038,4055.667,8025.75,308.059,9956.871,422.032,862.151,8.977,1478.242,4921.68,1291.672,147.95,37.851,4813.434,3087.758,0.0,0.566,142.242,4675.391,2470.13,7.823,110.539,5526.551,37.4,4.289,15.584,876.505,752.198,0.62,1923.895,240.425,78.123,3473.703,1099.439,17814.29,2796.523,4110.603,1739.95,9636.698,3399.048,144.695,8.917,2.307,0.0,787.96,78.992,1595.99,5728.396,7832.929,3.742,0.0,5.852,2077.136,0.0,2185.703,276.207,8197.343,0.0,17.284,0.0,1915.591,1449.446,1.085,1805.111,2512.395,177.745,469.201,2730.347,2583.177,2501.822,313.966,16.477,0.0,755.018,1234.211,9515.718,779.153,607.042,10329.475,57.17,86.298,16.978,4536.388,1493.443,0.465,10831.783,1544.621,5464.084,0.0,2.557,34.845,1237.83,9822.775,0.0,,23.91,2.816,27.506,550.934,4318.303,7.503,6815.733,0.0,0.0,227.541,8.201,16.726,935.743,673.397,1159.183,2654.426,524.866,0.0,6.815,49.393,989.711,2039.152,2646.846,482.42,582.857,12.851,0.0,0.0,89.959,79.155,4656.778,0.0,46.609,5.943
2022-07-27,882.074,30.003,24.45,2811.79,11.246,3319.014,2.585,2834.289,309.261,917.045,347.063,2752.233,545.709,12038.357,8675.987,201.871,319.521,3492.644,24.389,8411.268,0.0,1443.901,1033.84,0.0,3192.798,331.009,2867.12,3548.721,744.697,129.263,1161.557,0.0,25414.141,1747.284,0.0,65.479,7.097,5.266,884.66,202.306,5747.795,0.0,0.113,2670.358,4.405,465.3,37.047,0.0,7926.256,13132.051,11.115,2301.531,62.7,685.243,11330.269,2186.299,2.474,2091.033,0.0,0.0,217.654,855.73,0.0,1554.197,32.24,22.258,1527.83,16.643,4.62,3096.156,4559.681,0.0,1052.355,409.779,0.0,6361.642,2262.547,53.579,18.477,5011.504,7241.3,0.0,1224.103,13351.216,0.0,589.834,1671.438,0.0,5.699,553.957,5.352,4548.974,311.899,4015.83,1444.924,3354.76,94.973,131.495,,709.809,458.062,937.069,1869.07,3831.411,7646.313,285.069,10417.365,422.032,862.151,8.348,1478.242,4955.348,1291.672,147.95,43.164,4823.16,3062.802,0.0,0.566,142.242,4827.849,2613.036,7.671,112.474,5223.896,23.016,4.289,10.683,841.677,752.198,0.531,1695.128,24.043,73.689,3473.703,1285.723,23533.43,1769.94,3480.31,1697.577,10008.26,2945.842,130.012,8.584,2.215,0.0,945.552,81.545,1574.013,5728.396,5842.297,4.318,0.0,5.852,2072.069,0.0,2235.855,266.454,7809.278,597.644,14.744,0.0,1915.591,1449.446,1.085,1805.111,2520.295,184.564,490.978,2581.576,2506.001,2655.592,336.928,18.001,0.0,901.827,1234.211,9515.718,865.726,858.852,9824.874,57.17,78.635,17.498,4850.145,1493.443,0.697,10560.363,1547.456,5526.824,0.0,2.557,25.662,1194.039,10154.469,0.0,1528.724,20.474,1.963,27.506,550.934,4318.303,8.452,6752.493,0.0,0.0,254.069,5.219,16.726,935.743,737.406,1159.183,0.0,1049.731,0.0,6.709,49.872,971.175,1361.509,2715.934,377.613,582.857,12.764,0.0,0.0,80.737,94.575,19661.952,0.0,46.609,7.843
2022-07-28,877.314,28.423,27.713,2773.792,12.026,2279.473,2.585,2834.289,309.261,917.045,347.063,2752.233,557.096,11745.853,8160.752,206.892,319.521,3254.231,22.835,8162.729,0.0,2824.658,767.361,0.0,3192.798,331.009,2864.175,3548.721,620.993,109.873,1129.785,0.0,24387.419,1766.452,0.0,78.358,8.826,5.266,873.53,163.53,5747.795,9.32,0.113,2718.41,3.892,350.156,43.022,0.0,11038.046,13132.051,7.457,2347.681,62.432,685.243,11330.269,2177.056,2.474,1998.892,0.0,0.0,293.263,825.398,0.0,1554.197,32.24,23.887,1527.83,21.636,4.361,3007.678,4398.914,0.0,1052.355,385.042,0.0,5929.94,2262.547,92.926,18.477,2925.18,6851.494,23.659,0.0,13351.216,0.0,526.068,1316.639,0.0,5.699,524.281,6.301,4553.142,311.899,4084.065,1444.924,3354.76,93.612,134.918,,727.212,420.216,937.069,1869.07,3600.275,7295.536,292.143,10795.488,422.032,1071.245,7.681,624.824,5046.812,1291.672,147.95,49.937,4792.9,3026.735,0.0,0.0,142.242,4700.8,2661.035,7.701,114.08,4422.476,11.508,4.289,10.242,822.2,752.198,0.575,1496.363,0.0,66.721,6309.457,1021.732,30163.429,1769.94,3370.694,2303.749,10127.862,2945.842,114.608,7.006,2.252,0.0,393.98,88.321,1527.896,5728.396,10766.613,4.318,0.0,5.752,2008.32,0.0,2277.41,262.958,8218.569,597.644,18.03,0.0,1915.591,1449.446,0.789,1805.111,2559.091,193.486,503.172,2392.011,2475.575,2768.007,372.122,17.493,0.0,838.909,1578.901,19201.359,606.008,589.055,8251.707,57.17,72.098,17.267,5102.344,1493.443,0.813,10350.323,1454.251,5601.83,0.0,2.557,39.82,1169.662,10476.687,0.0,1528.724,30.918,1.963,27.506,543.825,4318.303,10.169,6702.187,0.0,0.0,218.489,8.947,10.058,430.442,591.1,1159.183,0.0,1049.731,0.0,6.392,50.653,957.3,1361.509,2720.643,358.285,582.857,12.764,21.423,0.0,98.722,98.72,19661.952,0.0,46.609,7.291
2022-07-29,912.473,27.256,28.139,2672.115,13.073,2279.473,0.0,2834.289,53.321,917.045,347.063,2752.233,640.597,11888.418,7766.216,210.367,304.886,3060.649,21.287,8002.954,0.0,2824.658,1209.026,3.37,3192.798,331.009,2814.764,3548.721,654.084,109.873,1092.231,0.0,24002.12,1755.394,0.0,113.115,9.602,5.266,794.865,203.991,0.0,9.32,0.113,2795.743,3.58,350.156,53.777,28.641,11449.037,13132.051,12.926,2341.726,61.629,685.243,7659.538,1897.276,2.474,1912.191,0.0,0.0,272.246,825.398,0.0,1554.197,41.196,26.601,1527.83,19.972,3.915,2843.12,4111.752,0.0,0.0,385.042,0.0,5504.756,2017.682,92.926,18.477,2925.18,6575.363,23.659,0.0,13351.216,0.0,526.068,1520.911,3.608,5.699,510.679,7.855,4497.241,353.786,4166.053,1444.924,2882.787,92.905,138.537,,727.189,376.842,937.069,1869.07,3418.986,7003.349,271.983,11006.925,422.032,942.726,7.2,624.824,5097.314,278.527,147.95,55.25,4885.3,3008.155,0.0,5.658,142.242,5081.946,2732.306,8.42,115.033,4223.279,11.508,4.289,11.713,851.076,752.198,0.62,1380.104,0.0,64.821,6309.457,964.62,36460.614,1769.94,2603.382,2746.314,10333.577,1133.016,103.636,7.249,2.695,0.0,393.98,88.55,1448.359,5728.396,10460.748,4.318,0.0,5.752,2043.634,0.0,2313.711,246.949,8281.093,597.644,15.092,0.0,1915.591,1449.446,1.183,2697.196,2121.171,199.889,512.054,2298.542,2399.512,2841.306,404.635,15.098,0.0,650.154,1050.747,9685.641,692.581,589.055,7747.106,57.17,65.836,17.844,5313.505,1493.443,0.813,10164.942,1465.946,5541.92,0.0,2.557,40.438,1133.258,10735.739,0.0,490.994,35.315,1.963,27.506,543.825,4318.303,9.401,6669.081,0.0,0.0,209.897,10.438,17.517,570.803,811.212,1159.183,4281.915,524.866,0.0,7.259,68.914,942.153,1361.509,2802.957,495.487,582.857,12.476,,0.0,103.987,105.472,19661.952,0.0,46.609,9.742
2022-07-30,904.886,26.235,27.193,2623.211,13.407,2279.473,0.0,2330.415,394.574,917.045,347.063,2752.233,644.45,11651.573,7766.216,218.477,248.787,2955.367,20.72,7956.797,0.0,2824.658,1209.026,3.37,3192.798,331.009,2812.474,3548.721,654.084,109.873,1198.536,0.0,24002.12,1740.649,0.0,113.115,11.212,5.266,786.595,158.473,0.0,9.32,0.113,2858.231,3.366,350.156,53.777,28.641,11449.037,7559.012,12.642,2302.523,60.113,685.243,7659.538,2323.139,2.474,1912.191,0.0,0.0,272.246,825.398,0.0,1554.197,41.196,28.23,1527.83,21.636,3.769,2834.512,4082.135,0.0,0.0,385.042,0.0,5504.756,2017.682,39.347,18.477,2925.18,6575.363,23.659,0.0,13351.216,0.0,526.068,1458.032,3.608,5.699,468.638,11.912,4493.305,353.786,4221.869,1444.924,2882.787,92.477,140.188,,699.905,357.065,937.069,1869.07,3290.295,6683.603,263.141,11178.75,422.032,805.135,6.608,624.824,5058.596,166.32,147.95,56.578,4885.3,3025.46,0.0,5.658,142.242,5081.946,2762.124,8.27,114.141,4223.279,11.508,4.289,12.448,835.017,752.198,0.443,1276.972,120.213,58.275,6309.457,740.792,36460.614,1769.94,2603.382,2746.314,10392.58,3172.445,91.81,6.461,2.639,0.0,393.98,91.038,1448.359,5728.396,10192.103,4.318,0.0,2.919,1928.685,0.0,2313.711,251.549,8112.128,597.644,12.836,0.0,1915.591,1449.446,1.183,892.085,1930.156,203.264,516.971,2298.542,2384.671,2894.614,440.879,13.937,0.0,650.154,1734.567,9685.641,692.581,589.055,7747.106,57.17,61.359,20.558,5571.38,1493.443,0.581,9928.824,1500.145,5480.595,0.0,2.557,40.438,1146.259,10893.143,0.0,490.994,35.819,1.963,27.506,543.825,4318.303,9.401,6623.797,0.0,0.0,199.771,10.438,15.256,364.94,830.153,1159.183,4281.915,524.866,0.0,6.582,70.173,926.054,1361.509,2772.483,474.738,582.857,12.1,21.423,0.0,117.095,111.563,19661.952,0.831,46.609,7.965
2022-07-31,904.095,28.253,27.208,2535.607,13.696,2279.473,0.0,2330.415,394.574,1158.968,347.063,2752.233,650.923,11449.91,7766.216,228.228,380.498,2715.595,20.34,7807.673,0.0,2824.658,1209.026,3.37,3192.798,331.009,2789.568,3548.721,654.084,109.873,1126.469,0.0,24002.12,1668.545,0.0,113.115,11.987,5.266,777.91,146.672,0.0,9.32,0.113,2871.851,3.007,350.156,53.777,28.641,11449.037,7559.012,11.505,2268.779,61.273,685.243,7659.538,2191.35,2.474,1912.191,0.0,0.0,272.246,825.398,0.0,1554.197,41.196,31.759,1527.83,19.972,3.874,2819.138,4044.13,0.0,0.0,385.042,0.0,5504.756,2017.682,39.347,18.477,2925.18,6575.363,23.659,0.0,13351.216,0.0,526.068,1440.827,3.608,5.699,445.144,12.257,4488.575,353.786,4273.145,1444.924,2882.787,92.193,140.674,,710.024,336.321,937.069,1869.07,3272.198,6435.912,261.373,11350.43,422.032,863.955,6.015,0.0,5024.928,166.32,147.95,59.765,4885.3,2948.954,0.0,5.658,142.242,5081.946,2738.488,8.113,114.404,4223.279,8.631,2.533,8.429,836.874,752.198,0.531,1145.712,120.213,54.686,6309.457,686.543,28981.065,1769.94,2603.382,2746.314,10560.022,3172.445,85.803,6.218,2.602,0.0,393.98,97.356,1448.359,5728.396,9860.974,4.318,0.0,2.919,1899.375,0.0,2313.711,252.653,7935.037,597.644,15.736,0.0,1915.591,1449.446,1.183,892.085,2078.469,208.491,517.172,2298.542,2347.196,2893.851,474.718,13.211,0.0,838.909,1734.567,9685.641,692.581,391.205,7747.106,57.17,57.156,18.191,5699.444,1493.443,0.581,9739.185,1462.756,5422.1,0.0,2.557,49.938,1146.559,11063.091,0.0,490.994,38.43,1.963,27.506,543.825,4318.303,9.401,6596.049,0.0,0.0,204.904,10.438,13.448,364.94,945.107,1159.183,4281.915,524.866,0.0,5.333,72.138,910.378,1361.509,2742.196,474.27,582.857,11.609,21.423,0.0,103.669,118.998,19661.952,0.831,46.609,7.598
